a = -230.610201; b = 3511718.077515; cout = 9634090322012.396484
a = 3511692.044634; b = 3847121.335866; cout = 358657357994.646118
a = 3511693.476817; b = 3856985.846015; cout = 360487016973.005737
a = 3511694.909000; b = 3866850.356164; cout = 362512030993.683411
a = 3511696.341183; b = 3876714.866314; cout = 364732400056.681885
a = 3511697.773366; b = 3886579.376463; cout = 367148124161.986206
a = 3511699.205549; b = 3896443.886612; cout = 369759203309.613220
a = 3511700.637732; b = 3906308.396762; cout = 372565637499.556274
a = 3511702.069915; b = 3916172.906911; cout = 375567426731.821228
a = 3511703.502098; b = 3926037.417061; cout = 378764571006.399597
a = 3511704.934281; b = 3935901.927210; cout = 382157070323.299255
a = 3511706.366464; b = 3945766.437359; cout = 385744924682.514526
a = 3511707.798647; b = 3955630.947509; cout = 389528134084.055359
a = 3511709.230830; b = 3965495.457658; cout = 393506698527.904602
a = 3511710.663013; b = 3975359.967807; cout = 397680618014.079712
a = 3511712.095196; b = 3985224.477957; cout = 402049892542.564697
a = 3511713.527379; b = 3995088.988106; cout = 406614522113.371399
a = 3511714.959561; b = 4004953.498256; cout = 411374506726.494019
a = 3511716.391744; b = 4014818.008405; cout = 416329846381.937805
a = 3511717.823927; b = 4024682.518554; cout = 421480541079.698181
a = 3511719.256110; b = 4034547.028704; cout = 426826590819.780151
a = 3511720.688293; b = 4044411.538853; cout = 432367995602.173096
a = 3511722.120476; b = 4054276.049002; cout = 438104755426.889709
a = 3511723.552659; b = 4064140.559152; cout = 444036870293.921509
a = 3511724.984842; b = 4074005.069301; cout = 450164340203.272766
a = 3511726.417025; b = 4083869.579450; cout = 456487165154.935913
a = 3511727.849208; b = 4093734.089600; cout = 463005345148.923828
a = 3511729.281391; b = 4103598.599749; cout = 469718880185.231018
a = 3511730.713574; b = 4113463.109899; cout = 476627770263.850037
a = 3511732.145757; b = 4123327.620048; cout = 483732015384.788452
a = 3511733.577940; b = 4133192.130197; cout = 491031615548.047607
a = 3511735.010123; b = 4143056.640347; cout = 498526570753.623413
a = 3511736.442306; b = 4152921.150496; cout = 506216881001.514771
a = 3511737.874489; b = 4162785.660645; cout = 514102546291.724792
a = 3511739.306672; b = 4172650.170795; cout = 522183566624.257874
a = 3511740.738855; b = 4182514.680944; cout = 530459941999.103821
a = 3511742.171038; b = 4192379.191094; cout = 538931672416.269653
a = 3511743.603221; b = 4202243.701243; cout = 547598757875.751709
a = 3511745.035404; b = 4212108.211392; cout = 556461198377.553223
a = 3511746.467587; b = 4221972.721542; cout = 565518993921.669312
a = 3511747.899770; b = 4231837.231691; cout = 574772144508.108887
a = 3511749.331953; b = 4241701.741840; cout = 584220650136.863037
a = 3511750.764136; b = 4251566.251990; cout = 593864510807.932983
a = 3511752.196319; b = 4261430.762139; cout = 603703726521.320435
a = 3511753.628502; b = 4271295.272289; cout = 613738297277.028687
a = 3511755.060685; b = 4281159.782438; cout = 623968223075.056641
a = 3511756.492868; b = 4291024.292587; cout = 634393503915.396484
a = 3511731.613282; b = 4300886.173178; cout = 3323283392125.480957
a = 3511726.466344; b = 4310750.025877; cout = 3327608545986.606934
a = 3511727.898527; b = 4320614.536027; cout = 3332122199075.942871
a = 3511729.330710; b = 4330479.046176; cout = 3336831207207.594727
a = 3511730.762893; b = 4340343.556325; cout = 3341735570381.568848
a = 3511732.195076; b = 4350208.066475; cout = 3346835288597.856934
a = 3511733.627259; b = 4360072.576624; cout = 3352130361856.460938
a = 3511735.059442; b = 4369937.086773; cout = 3357620790157.381836
a = 3511736.491625; b = 4379801.596923; cout = 3363306573500.628418
a = 3511737.923808; b = 4389666.107072; cout = 3369187711886.186035
a = 3511739.355991; b = 4399530.617222; cout = 3375264205314.064453
a = 3511724.998347; b = 4409394.469254; cout = 3381503059088.061523
a = 3511663.282523; b = 4419256.347508; cout = 6618551434203.106445
a = 3511664.714706; b = 4429120.857658; cout = 6618692562005.046875
a = 3511666.146889; b = 4438985.367807; cout = 6619029044849.316406
a = 3511667.579072; b = 4448849.877957; cout = 6619560882735.903320
a = 3511669.011255; b = 4458714.388106; cout = 6620288075664.826172
a = 3511670.443438; b = 4468578.898255; cout = 6621210623636.041016
a = 3511671.875621; b = 4478443.408405; cout = 6622328526649.579102
a = 3511673.307804; b = 4488307.918554; cout = 6623641784705.420898
a = 3511674.739987; b = 4498172.428703; cout = 6625150397803.597656
a = 3511676.172170; b = 4508036.938853; cout = 6626854365944.107422
a = 3511677.604353; b = 4517901.449002; cout = 6628753689126.912109
a = 3511679.036535; b = 4527765.959152; cout = 6630848367352.041016
a = 3511680.468718; b = 4537630.469301; cout = 6633138400619.488281
a = 3511681.900901; b = 4547494.979450; cout = 6635623788929.254883
a = 3511683.333084; b = 4557359.489600; cout = 6638304532281.343750
a = 3511684.765267; b = 4567223.999749; cout = 6641180630675.746094
a = 3511686.197450; b = 4577088.509898; cout = 6644252084112.464844
a = 3511687.629633; b = 4586953.020048; cout = 6647518892591.501953
a = 3511689.061816; b = 4596817.530197; cout = 6650981056112.853516
a = 3511690.493999; b = 4606682.040347; cout = 6654638574676.526367
a = 3511691.926182; b = 4616546.550496; cout = 6658491448282.518555
a = 3511693.358365; b = 4626411.060645; cout = 6662539676930.828125
a = 3511694.790548; b = 4636275.570795; cout = 6666783260621.455078
a = 3511696.222731; b = 4646140.080944; cout = 6671222199354.407227
a = 3511697.654914; b = 4656004.591093; cout = 6675856493129.666016
a = 3511699.087097; b = 4665869.101243; cout = 6680686141947.241211
a = 3511700.519280; b = 4675733.611392; cout = 6685711145807.140625
a = 3511701.951463; b = 4685598.121541; cout = 6690931504709.358398
a = 3511703.383646; b = 4695462.631691; cout = 6696347218653.893555
a = 3511704.815829; b = 4705327.141840; cout = 6701958287640.740234
a = 3511706.248012; b = 4715191.651990; cout = 6707764711669.911133
a = 3511707.680195; b = 4725056.162139; cout = 6713766490741.400391
a = 3511709.112378; b = 4734920.672288; cout = 6719963624855.213867
a = 3511710.544561; b = 4744785.182438; cout = 6726356114011.328125
a = 3511711.976744; b = 4754649.692587; cout = 6732943958209.775391
a = 3511713.408927; b = 4764514.202736; cout = 6739727157450.532227
a = 3511714.841110; b = 4774378.712886; cout = 6746705711733.607422
a = 3511716.273293; b = 4784243.223035; cout = 6753879621059.012695
a = 3511717.705476; b = 4794107.733185; cout = 6761248885426.714844
a = 3511719.137659; b = 4803972.243334; cout = 6768813504836.745117
a = 3511720.569842; b = 4813836.753483; cout = 6776573479289.094727
a = 3511722.002025; b = 4823701.263633; cout = 6784528808783.762695
a = 3511723.434208; b = 4833565.773782; cout = 6792679493320.746094
a = 3511724.866391; b = 4843430.283931; cout = 6801025532900.053711
a = 3511726.298574; b = 4853294.794081; cout = 6809566927521.671875
a = 3511727.730757; b = 4863159.304230; cout = 6818303677185.614258
a = 3511729.162940; b = 4873023.814380; cout = 6827235781891.873047
a = 3511730.595123; b = 4882888.324529; cout = 6836363241640.446289
a = 3511732.027306; b = 4892752.834678; cout = 6845686056431.338867
a = 3511733.459489; b = 4902617.344828; cout = 6855204226264.549805
a = 3511734.891672; b = 4912481.854977; cout = 6864917751140.073242
a = 3511736.323855; b = 4922346.365126; cout = 6874826631057.921875
a = 3511737.756038; b = 4932210.875276; cout = 6884930866018.081055
a = 3511739.188221; b = 4942075.385425; cout = 6895230456020.564453
a = 3511740.620404; b = 4951939.895574; cout = 6905725401065.368164
a = 3511742.052587; b = 4961804.405724; cout = 6916415701152.488281
a = 3511743.484770; b = 4971668.915873; cout = 6927301356281.915039
a = 3511731.102079; b = 4981531.454170; cout = 6938340209875.325195
a = 3511723.325449; b = 4991394.649807; cout = 9039573931057.339844
a = 3511724.757632; b = 5001259.159956; cout = 9044553045123.244141
a = 3511726.189814; b = 5011123.670105; cout = 9049727514231.470703
a = 3511727.621997; b = 5020988.180255; cout = 9055097338382.021484
a = 3511729.054180; b = 5030852.690404; cout = 9060662517574.880859
a = 3511730.486363; b = 5040717.200554; cout = 9066423051810.064453
a = 3511731.918546; b = 5050581.710703; cout = 9072378941087.558594
a = 3511733.350729; b = 5060446.220852; cout = 9078530185407.380859
a = 3511734.782912; b = 5070310.731002; cout = 9084876784769.517578
a = 3511736.215095; b = 5080175.241151; cout = 9091418739173.970703
a = 3511730.731328; b = 5090039.421911; cout = 9098145886030.166016
a = 3521594.402897; b = 2781767.179780; cout = 9077543701880.148438
a = 3521569.520177; b = 2791630.045666; cout = 9080765321044.447266
a = 3521570.952360; b = 2801494.555816; cout = 9084041878583.501953
a = 3521571.725842; b = 2811358.737391; cout = 9087516637874.755859
a = 3521567.238376; b = 2821220.290822; cout = 5895144752635.491211
a = 3521568.670559; b = 2831084.800971; cout = 5892523246923.496094
a = 3521570.102742; b = 2840949.311120; cout = 5890097096253.815430
a = 3521571.534925; b = 2850813.821270; cout = 5887866300626.464844
a = 3521572.967108; b = 2860678.331419; cout = 5885830860041.421875
a = 3521574.399291; b = 2870542.841568; cout = 5883990774498.700195
a = 3521575.831474; b = 2880407.351718; cout = 5882346043998.300781
a = 3521577.263657; b = 2890271.861867; cout = 5880896668540.216797
a = 3521578.695840; b = 2900136.372017; cout = 5879642648124.444336
a = 3521580.128023; b = 2910000.882166; cout = 5878583982750.993164
a = 3521581.560206; b = 2919865.392315; cout = 5877720672419.868164
a = 3521582.992389; b = 2929729.902465; cout = 5877052717131.058594
a = 3521584.424572; b = 2939594.412614; cout = 5876580116884.562500
a = 3521585.856755; b = 2949458.922763; cout = 5876302871680.375977
a = 3521587.288938; b = 2959323.432913; cout = 5876220981518.525391
a = 3521588.721121; b = 2969187.943062; cout = 5876334446398.982422
a = 3521590.153304; b = 2979052.453212; cout = 5876643266321.767578
a = 3521591.585487; b = 2988916.963361; cout = 5877147441286.856445
a = 3521593.017670; b = 2998781.473510; cout = 5877846971294.266602
a = 3521594.449853; b = 3008645.983660; cout = 5878741856343.998047
a = 3521595.882036; b = 3018510.493809; cout = 5879832096436.051758
a = 3521597.314219; b = 3028375.003958; cout = 5881117691570.411133
a = 3521598.746402; b = 3038239.514108; cout = 5882598641747.093750
a = 3521600.178585; b = 3048104.024257; cout = 5884274946966.104492
a = 3521601.610768; b = 3057968.534406; cout = 5886146607227.423828
a = 3521603.042951; b = 3067833.044556; cout = 5888213622531.051758
a = 3521604.475134; b = 3077697.554705; cout = 5890475992877.016602
a = 3521605.907317; b = 3087562.064855; cout = 5892933718265.290039
a = 3521607.339500; b = 3097426.575004; cout = 5895586798695.885742
a = 3521608.771683; b = 3107291.085153; cout = 5898435234168.781250
a = 3521610.203866; b = 3117155.595303; cout = 5901479024684.020508
a = 3521611.636049; b = 3127020.105452; cout = 5904718170241.557617
a = 3521613.068232; b = 3136884.615601; cout = 5908152670841.424805
a = 3521614.500415; b = 3146749.125751; cout = 5911782526483.603516
a = 3521615.932598; b = 3156613.635900; cout = 5915607737168.104492
a = 3521617.364781; b = 3166478.146050; cout = 5919628302894.920898
a = 3521618.796964; b = 3176342.656199; cout = 5923844223664.058594
a = 3521620.229147; b = 3186207.166348; cout = 5928255499475.510742
a = 3521621.661329; b = 3196071.676498; cout = 5932862130329.284180
a = 3521623.093512; b = 3205936.186647; cout = 5937664116225.368164
a = 3521624.525695; b = 3215800.696796; cout = 5942661457163.781250
a = 3521625.957878; b = 3225665.206946; cout = 5947854153144.503906
a = 3521627.390061; b = 3235529.717095; cout = 5953242204167.547852
a = 3521628.822244; b = 3245394.227245; cout = 5958825610232.910156
a = 3521630.254427; b = 3255258.737394; cout = 5964604371340.583984
a = 3521631.686610; b = 3265123.247543; cout = 5970578487490.583984
a = 3521633.118793; b = 3274987.757693; cout = 5976747958682.894531
a = 3521634.550976; b = 3284852.267842; cout = 5983112784917.535156
a = 3521635.983159; b = 3294716.777991; cout = 5989672966194.480469
a = 3521637.415342; b = 3304581.288141; cout = 5996428502513.746094
a = 3521638.847525; b = 3314445.798290; cout = 6003379393875.337891
a = 3521640.279708; b = 3324310.308439; cout = 6010525640279.230469
a = 3521641.711891; b = 3334174.818589; cout = 6017867241725.462891
a = 3521643.144074; b = 3344039.328738; cout = 6025404198213.998047
a = 3521644.576257; b = 3353903.838888; cout = 6033136509744.859375
a = 3521646.008440; b = 3363768.349037; cout = 6041064176318.027344
a = 3521647.440623; b = 3373632.859186; cout = 6049187197933.518555
a = 3521648.872806; b = 3383497.369336; cout = 6057505574591.331055
a = 3521650.304989; b = 3393361.879485; cout = 6066019306291.466797
a = 3521651.737172; b = 3403226.389634; cout = 6074728393033.915039
a = 3521653.169355; b = 3413090.899784; cout = 6083632834818.678711
a = 3521654.601538; b = 3422955.409933; cout = 6092732631645.764648
a = 3521656.033721; b = 3432819.920083; cout = 6102027783515.159180
a = 3521657.465904; b = 3442684.430232; cout = 6111518290426.884766
a = 3521658.898087; b = 3452548.940381; cout = 6121204152380.919922
a = 3521598.168012; b = 3462411.147137; cout = 3474362076573.002930
a = 3521572.957416; b = 3472274.670025; cout = 3478036120152.773926
a = 3521574.389599; b = 3482139.180174; cout = 3481781529793.396973
a = 3521571.540463; b = 3492003.361278; cout = 3485738494660.529297
a = 3521534.495873; b = 3501864.912821; cout = 270222732728.686920
a = 3521535.928056; b = 3511729.422970; cout = 268051427930.810669
a = 3521537.360239; b = 3521593.933119; cout = 266075478175.264771
a = 3521538.792422; b = 3531458.443269; cout = 264294883462.046173
a = 3521540.224605; b = 3541322.953418; cout = 262709643791.129486
a = 3521541.656788; b = 3551187.463567; cout = 261319759162.541779
a = 3521543.088971; b = 3561051.973717; cout = 260125229576.271759
a = 3521544.521154; b = 3570916.483866; cout = 259126055032.317657
a = 3521545.953337; b = 3580780.994016; cout = 258322235530.668365
a = 3521547.385520; b = 3590645.504165; cout = 257713771071.343781
a = 3521548.817703; b = 3600510.014314; cout = 257300661654.344757
a = 3521550.249886; b = 3610374.524464; cout = 257082907279.668396
a = 3521551.682069; b = 3620239.034613; cout = 257060507947.290100
a = 3521553.114252; b = 3630103.544762; cout = 257233463657.242157
a = 3521554.546435; b = 3639968.054912; cout = 257601774409.509888
a = 3521555.978618; b = 3649832.565061; cout = 258165440204.104431
a = 3521557.410801; b = 3659697.075211; cout = 258924461041.002747
a = 3521558.842984; b = 3669561.585360; cout = 259878836920.218658
a = 3521560.275167; b = 3679426.095509; cout = 261028567841.765747
a = 3521561.707350; b = 3689290.605659; cout = 262373653805.623932
a = 3521563.139533; b = 3699155.115808; cout = 263914094811.797974
a = 3521564.571716; b = 3709019.625957; cout = 265649890860.286346
a = 3521566.003898; b = 3718884.136107; cout = 267581041951.104523
a = 3521567.436081; b = 3728748.646256; cout = 269707548084.236725
a = 3521568.868264; b = 3738613.156405; cout = 272029409259.679871
a = 3521570.300447; b = 3748477.666555; cout = 274546625477.444122
a = 3521571.732630; b = 3758342.176704; cout = 277259196737.531006
a = 3521573.164813; b = 3768206.686854; cout = 280167123039.933777
a = 3521574.596996; b = 3778071.197003; cout = 283270404384.648071
a = 3521576.029179; b = 3787935.707152; cout = 286569040771.688110
a = 3521577.461362; b = 3797800.217302; cout = 290063032201.043396
a = 3521578.893545; b = 3807664.727451; cout = 293752378672.717407
a = 3521580.325728; b = 3817529.237600; cout = 297637080186.704407
a = 3521581.757911; b = 3827393.747750; cout = 301717136743.013245
a = 3521583.190094; b = 3837258.257899; cout = 305992548341.639221
a = 3521584.622277; b = 3847122.768049; cout = 310463314982.588684
a = 3521586.054460; b = 3856987.278198; cout = 315129436665.846741
a = 3521587.486643; b = 3866851.788347; cout = 319990913391.428772
a = 3521588.918826; b = 3876716.298497; cout = 325047745159.326843
a = 3521590.351009; b = 3886580.808646; cout = 330299931969.545227
